2018,1.0
2019,0.880734810830396
2020,0.8845885515119516
2021,0.8998082467447497
2022,0.9016160123099083
2023,0.9063001433571402
2024,0.8867882616392944
2025,0.886088352121427
2026,0.896431033044014
2027,0.909706620547342
2028,0.9100292539290084
2029,0.9027677525105715
2030,0.9034271605569121
2031,0.8966813610977119
2032,0.8988436672199014
2033,0.8992350609797001
2034,0.8902786917339914
2035,0.8961104246542115
2036,0.883140872342234
2037,0.9175005121037572
2038,0.9015442426871217
2039,0.9083453144404472
2040,0.9214921804534278
2041,0.9067650677117894
2042,0.9124947757254877
2043,0.9194056634554233
2044,0.9218284840831751
2045,0.9402952114039977
2046,0.9591765590591499
2047,0.9693212206591024
2048,0.9803296173872854
2049,0.9957532713332663
2050,1.0080338984784678
2051,0.9853270284534514
2052,0.97284954208635
2053,0.9717694120775094
2054,0.9846670109402975
2055,0.9906571527124813
2056,0.9932478267459492
2057,1.012420702284077
2058,1.009448595740299
2059,1.028785152696461
2060,1.0062345831693877
2061,1.0190103733008142
2062,1.0333572273943172
2063,1.0544300468811665
2064,1.0755846665005493
2065,1.10087844235655
2066,1.1217917020643118
2067,1.1281414342737732
2068,1.1452795747821785
2069,1.1455032651824146
2070,1.160267321790719
2071,1.177887522138662
2072,1.192975999605973
2073,1.2100523264958785
2074,1.2041591752454837
2075,1.202129345467613
2076,1.1626312454622907
2077,1.1573765095027877
2078,1.161444774329214
2079,1.132584742337426
2080,1.1346486203749515
2081,1.1415848136167952
2082,1.1562419413264369
2083,1.1546819834755802
2084,1.1643236779030073
2085,1.171340115785522
2086,1.1582984546847124
2087,1.1474694033529413
2088,1.1719819838613041
2089,1.172685880861863
2090,1.2004546541631025
2091,1.2054582771946847
2092,1.1940179114948257
2093,1.196572030362842
2094,1.1989298930081491
2095,1.1869658495293884
2096,1.1803814909228356
2097,1.182846577613465
2098,1.2154978393833227
2099,1.196906017382775
